Date : 2025-01-31 22:29:04
Directory : d:\LanguageLearnig\Avalonia\ChatClient
Total : 281 files,  54694 codes, 1694 comments, 1829 blanks, all 58217 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| ChatClient.Client\MessageOperate\Processor                                                                                                        |          9 |         54 |          0 |         19 |         73 |
| ChatClient.Client\bin                                                                                                                             |          1 |        954 |          0 |          0 |        954 |
| ChatClient.Client\bin\Debug                                                                                                                       |          1 |        954 |          0 |          0 |        954 |
| ChatClient.Client\bin\Debug\net8.0                                                                                                                |          1 |        954 |          0 |          0 |        954 |
| ChatClient.Client\obj                                                                                                                             |         19 |      2,913 |         33 |         23 |      2,969 |
| ChatClient.Client\obj (Files)                                                                                                                     |          8 |      2,786 |          0 |          0 |      2,786 |
| ChatClient.Client\obj\Debug                                                                                                                       |          7 |         78 |         22 |         15 |        115 |
| ChatClient.Client\obj\Debug\net8.0                                                                                                                |          7 |         78 |         22 |         15 |        115 |
| ChatClient.Client\obj\Release                                                                                                                     |          4 |         49 |         11 |          8 |         68 |
| ChatClient.Client\obj\Release\net8.0                                                                                                              |          4 |         49 |         11 |          8 |         68 |
| ChatClient.DataBase                                                                                                                               |         41 |      7,080 |      1,001 |        333 |      8,414 |
| ChatClient.DataBase (Files)                                                                                                                       |          3 |         58 |          3 |         14 |         75 |
| ChatClient.DataBase\Data                                                                                                                          |          6 |        119 |          0 |         46 |        165 |
| ChatClient.DataBase\Repository                                                                                                                    |          6 |         55 |          0 |         12 |         67 |
| ChatClient.DataBase\UnitOfWork                                                                                                                    |         11 |      1,047 |        976 |        245 |      2,268 |
| ChatClient.DataBase\UnitOfWork (Files)                                                                                                            |          7 |        906 |        795 |        210 |      1,911 |
| ChatClient.DataBase\UnitOfWork\Collections                                                                                                        |          4 |        141 |        181 |         35 |        357 |
| ChatClient.DataBase\bin                                                                                                                           |          2 |      1,577 |          0 |          0 |      1,577 |
| ChatClient.DataBase\bin\Debug                                                                                                                     |          2 |      1,577 |          0 |          0 |      1,577 |
| ChatClient.DataBase\bin\Debug\net8.0                                                                                                              |          2 |      1,577 |          0 |          0 |      1,577 |
| ChatClient.DataBase\obj                                                                                                                           |         13 |      4,224 |         22 |         16 |      4,262 |
| ChatClient.DataBase\obj (Files)                                                                                                                   |          5 |      4,126 |          0 |          0 |      4,126 |
| ChatClient.DataBase\obj\Debug                                                                                                                     |          4 |         49 |         11 |          8 |         68 |
| ChatClient.DataBase\obj\Debug\net8.0                                                                                                              |          4 |         49 |         11 |          8 |         68 |
| ChatClient.DataBase\obj\Release                                                                                                                   |          4 |         49 |         11 |          8 |         68 |
| ChatClient.DataBase\obj\Release\net8.0                                                                                                            |          4 |         49 |         11 |          8 |         68 |
| ChatClient.Desktop                                                                                                                                |         58 |     20,160 |         97 |        353 |     20,610 |
| ChatClient.Desktop (Files)                                                                                                                        |          6 |        239 |         28 |         35 |        302 |
| ChatClient.Desktop\ViewModels                                                                                                                     |          9 |        892 |          9 |        174 |      1,075 |
| ChatClient.Desktop\ViewModels (Files)                                                                                                             |          1 |        154 |          4 |         30 |        188 |
| ChatClient.Desktop\ViewModels\ChatPages                                                                                                           |          4 |        226 |          0 |         39 |        265 |
| ChatClient.Desktop\ViewModels\Login                                                                                                               |          3 |        361 |          3 |         71 |        435 |
| ChatClient.Desktop\ViewModels\UserControls                                                                                                        |          1 |        151 |          2 |         34 |        187 |
| ChatClient.Desktop\Views                                                                                                                          |         18 |      1,888 |         30 |         97 |      2,015 |
| ChatClient.Desktop\Views (Files)                                                                                                                  |          2 |        231 |          0 |         18 |        249 |
| ChatClient.Desktop\Views\ChatPages                                                                                                                |          8 |        617 |          0 |         23 |        640 |
| ChatClient.Desktop\Views\Login                                                                                                                    |          6 |        536 |          0 |         21 |        557 |
| ChatClient.Desktop\Views\UserControls                                                                                                             |          2 |        504 |         30 |         35 |        569 |
| ChatClient.Desktop\bin                                                                                                                            |         10 |      8,163 |          0 |          0 |      8,163 |
| ChatClient.Desktop\bin\Debug                                                                                                                      |          3 |      2,655 |          0 |          0 |      2,655 |
| ChatClient.Desktop\bin\Debug\net8.0                                                                                                               |          3 |      2,655 |          0 |          0 |      2,655 |
| ChatClient.Desktop\bin\Release                                                                                                                    |          7 |      5,508 |          0 |          0 |      5,508 |
| ChatClient.Desktop\bin\Release\net8.0                                                                                                             |          7 |      5,508 |          0 |          0 |      5,508 |
| ChatClient.Desktop\bin\Release\net8.0 (Files)                                                                                                     |          3 |      2,522 |          0 |          0 |      2,522 |
| ChatClient.Desktop\bin\Release\net8.0\win-x64                                                                                                     |          4 |      2,986 |          0 |          0 |      2,986 |
| ChatClient.Desktop\bin\Release\net8.0\win-x64 (Files)                                                                                             |          3 |      2,965 |          0 |          0 |      2,965 |
| ChatClient.Desktop\bin\Release\net8.0\win-x64\publish                                                                                             |          1 |         21 |          0 |          0 |         21 |
| ChatClient.Desktop\obj                                                                                                                            |         15 |      8,978 |         30 |         47 |      9,055 |
| ChatClient.Desktop\obj (Files)                                                                                                                    |          5 |      6,603 |          0 |          0 |      6,603 |
| ChatClient.Desktop\obj\Debug                                                                                                                      |          3 |         52 |         10 |         17 |         79 |
| ChatClient.Desktop\obj\Debug\net8.0                                                                                                               |          3 |         52 |         10 |         17 |         79 |
| ChatClient.Desktop\obj\Release                                                                                                                    |          7 |      2,323 |         20 |         30 |      2,373 |
| ChatClient.Desktop\obj\Release\net8.0                                                                                                             |          7 |      2,323 |         20 |         30 |      2,373 |
| ChatClient.Desktop\obj\Release\net8.0 (Files)                                                                                                     |          3 |         48 |         10 |         15 |         73 |
| ChatClient.Desktop\obj\Release\net8.0\win-x64                                                                                                     |          4 |      2,275 |         10 |         15 |      2,300 |
| ChatClient.Tool                                                                                                                                   |         35 |      3,797 |         22 |        100 |      3,919 |
| ChatClient.Tool (Files)                                                                                                                           |          1 |         24 |          0 |          6 |         30 |
| ChatClient.Tool\Data                                                                                                                              |         10 |        277 |          0 |         55 |        332 |
| ChatClient.Tool\Data (Files)                                                                                                                      |          9 |        231 |          0 |         47 |        278 |
| ChatClient.Tool\Data\UserOption                                                                                                                   |          1 |         46 |          0 |          8 |         54 |
| ChatClient.Tool\Events                                                                                                                            |          3 |         15 |          0 |          8 |         23 |
| ChatClient.Tool\ManagerInterface                                                                                                                  |          5 |         43 |          0 |         13 |         56 |
| ChatClient.Tool\Tools                                                                                                                             |          2 |         12 |          0 |          2 |         14 |
| ChatClient.Tool\bin                                                                                                                               |          1 |        886 |          0 |          0 |        886 |
| ChatClient.Tool\bin\Debug                                                                                                                         |          1 |        886 |          0 |          0 |        886 |
| ChatClient.Tool\bin\Debug\net8.0                                                                                                                  |          1 |        886 |          0 |          0 |        886 |
| ChatClient.Tool\obj                                                                                                                               |         13 |      2,540 |         22 |         16 |      2,578 |
| ChatClient.Tool\obj (Files)                                                                                                                       |          5 |      2,442 |          0 |          0 |      2,442 |
| ChatClient.Tool\obj\Debug                                                                                                                         |          4 |         49 |         11 |          8 |         68 |
| ChatClient.Tool\obj\Debug\net8.0                                                                                                                  |          4 |         49 |         11 |          8 |         68 |
| ChatClient.Tool\obj\Release                                                                                                                       |          4 |         49 |         11 |          8 |         68 |
| ChatClient.Tool\obj\Release\net8.0                                                                                                                |          4 |         49 |         11 |          8 |         68 |
| ChatServer.Common                                                                                                                                 |         44 |      5,446 |        245 |        550 |      6,241 |
| ChatServer.Common (Files)                                                                                                                         |          2 |         32 |          0 |          6 |         38 |
| ChatServer.Common\Helper                                                                                                                          |          1 |         74 |         31 |         10 |        115 |
| ChatServer.Common\Protobuf                                                                                                                        |          5 |      3,944 |        146 |        489 |      4,579 |
| ChatServer.Common\bin                                                                                                                             |          1 |        232 |          0 |          0 |        232 |
| ChatServer.Common\bin\Debug                                                                                                                       |          1 |        232 |          0 |          0 |        232 |
| ChatServer.Common\bin\Debug\net8.0                                                                                                                |          1 |        232 |          0 |          0 |        232 |
| ChatServer.Common\obj                                                                                                                             |         35 |      1,164 |         68 |         45 |      1,277 |
| ChatServer.Common\obj (Files)                                                                                                                     |         14 |        981 |          0 |          0 |        981 |
| ChatServer.Common\obj\Debug                                                                                                                       |         17 |        151 |         57 |         37 |        245 |
| ChatServer.Common\obj\Debug\net6.0                                                                                                                |         13 |        119 |         45 |         29 |        193 |
| ChatServer.Common\obj\Debug\net8.0                                                                                                                |          4 |         32 |         12 |          8 |         52 |
| ChatServer.Common\obj\Release                                                                                                                     |          4 |         32 |         11 |          8 |         51 |
| ChatServer.Common\obj\Release\net8.0                                                                                                              |          4 |         32 |         11 |          8 |         51 |
+---------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+---------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                                                          | language   | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| d:\LanguageLearnig\Avalonia\ChatClient\.idea\.idea.ChatClient\.idea\avalonia.xml                                                                  | XML        |         32 |          0 |          0 |         32 |
| d:\LanguageLearnig\Avalonia\ChatClient\.idea\.idea.ChatClient\.idea\indexLayout.xml                                                               | XML        |          8 |          0 |          0 |          8 |
| d:\LanguageLearnig\Avalonia\ChatClient\.vs\ChatClient\v17\DocumentLayout.json                                                                     | JSON       |        499 |          0 |          0 |        499 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\Behaviors\PasswordBoxBehavior.cs                                                       | C#         |         33 |          0 |          4 |         37 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\Behaviors\WindowDragBehavior.cs                                                        | C#         |         48 |          0 |          7 |         55 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\ChatClient.Avalonia.csproj                                                             | XML        |         18 |          0 |          5 |         23 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\Common\ChatPageBase.cs                                                                 | C#         |         23 |          0 |          4 |         27 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\Common\SukiChatViews.cs                                                                | C#         |         60 |          0 |         17 |         77 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\Common\ValidateBindableBase.cs                                                         | C#         |         35 |          4 |         13 |         52 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\Common\ViewLoacator.cs                                                                 | C#         |         26 |          0 |          9 |         35 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\Common\ViewModelBase.cs                                                                | C#         |         24 |         12 |          5 |         41 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\Converter\EqualityConverter.cs                                                         | C#         |         16 |          0 |          4 |         20 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\SystemFileDialog.cs                                                                    | C#         |         62 |          0 |          7 |         69 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\Validation\InputRequiredAttribute.cs                                                   | C#         |         13 |          0 |          4 |         17 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\Validation\LengthEqualAttribute.cs                                                     | C#         |         14 |          0 |          5 |         19 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\Validation\PasswordValidationAttribute.cs                                              | C#         |         24 |          0 |          8 |         32 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\bin\Debug\net8.0\ChatClient.Avalonia.deps.json                                         | JSON       |      1,230 |          0 |          0 |      1,230 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\obj\ChatClient.Avalonia.csproj.nuget.dgspec.json                                       | JSON       |        254 |          0 |          0 |        254 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\obj\ChatClient.Avalonia.csproj.nuget.g.props                                           | XML        |         24 |          0 |          0 |         24 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\obj\ChatClient.Avalonia.csproj.nuget.g.targets                                         | XML        |         12 |          0 |          0 |         12 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs                        | C#         |          3 |          1 |          1 |          5 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\obj\Debug\net8.0\ChatClient.Avalonia.AssemblyInfo.cs                                   | C#         |          9 |          9 |          5 |         23 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\obj\Debug\net8.0\ChatClient.Avalonia.GeneratedMSBuildEditorConfig.editorconfig         | Properties |         20 |          0 |          1 |         21 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\obj\Debug\net8.0\ChatClient.Avalonia.GlobalUsings.g.cs                                 | C#         |         17 |          1 |          1 |         19 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\obj\Release\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs                      | C#         |          3 |          1 |          1 |          5 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\obj\Release\net8.0\ChatClient.Avalonia.AssemblyInfo.cs                                 | C#         |          9 |          9 |          5 |         23 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\obj\Release\net8.0\ChatClient.Avalonia.GeneratedMSBuildEditorConfig.editorconfig       | Properties |         20 |          0 |          1 |         21 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\obj\Release\net8.0\ChatClient.Avalonia.GlobalUsings.g.cs                               | C#         |         17 |          1 |          1 |         19 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\obj\project.assets.json                                                                | JSON       |      2,928 |          0 |          0 |      2,928 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Avalonia\obj\project.packagespec.json                                                           | JSON       |          1 |          0 |          0 |          1 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\BaseServiceExtension.cs                                                             | C#         |         26 |          5 |          6 |         37 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\ChatClient.BaseService.csproj                                                       | XML        |         20 |          0 |          6 |         26 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\Helper\FileOperateHelper.cs                                                         | C#         |         51 |         17 |          6 |         74 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\Helper\MessageHelper.cs                                                             | C#         |         55 |         12 |         14 |         81 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\Helper\WebApiHelper.cs                                                              | C#         |        106 |          2 |         20 |        128 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\Manager\AppDataManager.cs                                                           | C#         |         18 |          1 |         10 |         29 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\Manager\ConnectionManager.cs                                                        | C#         |         13 |          0 |          4 |         17 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\Manager\LoginDataManager.cs                                                         | C#         |         23 |          0 |          5 |         28 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\Manager\ThemeStyleManager.cs                                                        | C#         |         62 |          3 |         13 |         78 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\Manager\UserManager.cs                                                              | C#         |         99 |          5 |         24 |        128 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\Mapper\DataToDtoProfile.cs                                                          | C#         |         25 |          1 |          5 |         31 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\Mapper\ProtoToDtoProfile.cs                                                         | C#         |         22 |          0 |          3 |         25 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\MessageHandler\FriendMessageHandler.cs                                              | C#         |         95 |         10 |         11 |        116 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\MessageHandler\IMessageHandler.cs                                                   | C#         |          6 |          0 |          1 |          7 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\MessageHandler\MessageHandlerBase.cs                                                | C#         |         25 |          0 |          8 |         33 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\Services\BaseService.cs                                                             | C#         |          9 |          0 |          2 |         11 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\Services\FriendService.cs                                                           | C#         |         94 |         10 |         15 |        119 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\Services\LoginService.cs                                                            | C#         |        108 |         18 |         20 |        146 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\Services\RegisterService.cs                                                         | C#         |         26 |          0 |          7 |         33 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\Services\UserLoginService.cs                                                        | C#         |        114 |         33 |         28 |        175 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\Services\UserService.cs                                                             | C#         |        103 |         24 |         26 |        153 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\Tools\ImageTool.cs                                                                  | C#         |         56 |          5 |         11 |         72 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\bin\Debug\net8.0\ChatClient.BaseService.deps.json                                   | JSON       |      1,973 |          0 |          0 |      1,973 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\bin\Debug\net8.0\ChatClient.BaseService.runtimeconfig.json                          | JSON       |         13 |          0 |          0 |         13 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\obj\ChatClient.BaseService.csproj.nuget.dgspec.json                                 | JSON       |        497 |          0 |          0 |        497 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\obj\ChatClient.BaseService.csproj.nuget.g.props                                     | XML        |         28 |          0 |          0 |         28 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\obj\ChatClient.BaseService.csproj.nuget.g.targets                                   | XML        |         16 |          0 |          0 |         16 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs                     | C#         |          3 |          1 |          1 |          5 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\obj\Debug\net8.0\ChatClient.BaseService.AssemblyInfo.cs                             | C#         |          9 |          9 |          5 |         23 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\obj\Debug\net8.0\ChatClient.BaseService.GeneratedMSBuildEditorConfig.editorconfig   | Properties |         20 |          0 |          1 |         21 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\obj\Debug\net8.0\ChatClient.BaseService.GlobalUsings.g.cs                           | C#         |         17 |          1 |          1 |         19 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\obj\project.assets.json                                                             | JSON       |      4,649 |          0 |          0 |      4,649 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.BaseService\obj\project.packagespec.json                                                        | JSON       |          1 |          0 |          0 |          1 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\ChatClient.Client.csproj                                                                 | XML        |         25 |          0 |          7 |         32 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\ClientExtenstions.cs                                                                     | C#         |         28 |         14 |          4 |         46 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\ClientModule.cs                                                                          | C#         |         25 |          5 |          7 |         37 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\Client\ISocketClient.cs                                                                  | C#         |         12 |          0 |          3 |         15 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\Client\SocketClient.cs                                                                   | C#         |        128 |         15 |         23 |        166 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\Client\SocketClientBuilder.cs                                                            | C#         |         14 |          0 |          4 |         18 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\IOServer\Handler\ClientConnectHandler.cs                                                 | C#         |         40 |         23 |          9 |         72 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\IOServer\Handler\EchoClientHandler.cs                                                    | C#         |         31 |         10 |          8 |         49 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\MessageOperate\IProcessor.cs                                                             | C#         |          8 |          0 |          2 |         10 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\MessageOperate\ProcessorBase.cs                                                          | C#         |         29 |          0 |          6 |         35 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\MessageOperate\Processor\CommonResponseProcessor.cs                                      | C#         |          8 |          0 |          2 |         10 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\MessageOperate\Processor\FriendRequestFromUserResponseProcessor.cs                       | C#         |          4 |          0 |          2 |          6 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\MessageOperate\Processor\FriendRequestProcessor.cs                                       | C#         |          4 |          0 |          2 |          6 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\MessageOperate\Processor\FriendResponeseProcessor.cs                                     | C#         |          3 |          0 |          2 |          5 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\MessageOperate\Processor\HeartBeatProcessor.cs                                           | C#         |         18 |          0 |          2 |         20 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\MessageOperate\Processor\LogoutCommandProcessor.cs                                       | C#         |          5 |          0 |          2 |          7 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\MessageOperate\Processor\NewFriendMessageProcessor.cs                                    | C#         |          3 |          0 |          2 |          5 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\MessageOperate\Processor\OutlineMessageResponseProcessor.cs                              | C#         |          4 |          0 |          2 |          6 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\MessageOperate\Processor\UserMessageProcessor.cs                                         | C#         |          5 |          0 |          3 |          8 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\MessageOperate\ProtobufDispacher.cs                                                      | C#         |         86 |         34 |         17 |        137 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\bin\Debug\net8.0\ChatClient.Client.deps.json                                             | JSON       |        954 |          0 |          0 |        954 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\obj\ChatClient.Client.csproj.nuget.dgspec.json                                           | JSON       |        253 |          0 |          0 |        253 |
